0,agro_industry_and_commerce,PR,1
0,agro_industry_and_commerce,RJ,2
0,agro_industry_and_commerce,RS,1
0,air_conditioning,BA,1
0,air_conditioning,PR,1
0,air_conditioning,RJ,1
0,air_conditioning,SP,4
0,art,BA,1
0,art,DF,1
0,art,PI,1
0,art,RJ,2
0,art,SP,1
0,audio,AM,1
0,audio,BA,3
0,audio,DF,1
0,audio,RJ,1
0,audio,RS,1
0,audio,SP,4
0,auto,AP,1
0,auto,BA,6
0,auto,CE,1
0,auto,DF,2
0,auto,ES,1
0,auto,GO,5
0,auto,MA,1
0,auto,MG,12
0,auto,PA,2
0,auto,PE,2
0,auto,RJ,10
0,auto,RS,5
0,auto,SC,2
0,auto,SP,31
0,baby,BA,3
0,baby,DF,1
0,baby,GO,1
0,baby,MA,1
0,baby,MG,12
0,baby,MS,2
0,baby,MT,2
0,baby,PA,1
0,baby,PE,1
0,baby,PR,2
0,baby,RJ,12
0,baby,RO,1
0,baby,RS,2
0,baby,SC,2
0,baby,SP,31
0,bed_bath_table,AL,1
0,bed_bath_table,BA,8
0,bed_bath_table,CE,1
0,bed_bath_table,DF,3
0,bed_bath_table,ES,7
0,bed_bath_table,GO,5
0,bed_bath_table,MA,2
0,bed_bath_table,MG,17
0,bed_bath_table,MS,2
0,bed_bath_table,MT,1
0,bed_bath_table,PA,1
0,bed_bath_table,PE,1
0,bed_bath_table,PI,1
0,bed_bath_table,PR,11
0,bed_bath_table,RJ,42
0,bed_bath_table,RN,1
0,bed_bath_table,RO,2
0,bed_bath_table,RS,19
0,bed_bath_table,SC,5
0,bed_bath_table,SP,110
0,books_general_interest,BA,1
0,books_general_interest,MG,1
0,books_general_interest,PR,1
0,books_general_interest,RN,2
0,books_general_interest,SP,4
0,books_imported,PR,1
0,books_imported,SP,1
0,books_technical,MG,2
0,books_technical,MT,1
0,books_technical,PE,1
0,books_technical,SP,2
0,christmas_supplies,RJ,2
0,cine_photo,RJ,1
0,computers,PA,1
0,computers,PE,1
0,computers,SP,2
0,computers_accessories,AL,1
0,computers_accessories,AM,1
0,computers_accessories,BA,6
0,computers_accessories,CE,1
0,computers_accessories,DF,5
0,computers_accessories,ES,3
0,computers_accessories,GO,1
0,computers_accessories,MA,1
0,computers_accessories,MG,11
0,computers_accessories,MS,4
0,computers_accessories,PA,1
0,computers_accessories,PB,2
0,computers_accessories,PE,1
0,computers_accessories,PR,5
0,computers_accessories,RJ,12
0,computers_accessories,RN,1
0,computers_accessories,RS,14
0,computers_accessories,SC,3
0,computers_accessories,SE,1
0,computers_accessories,SP,56
0,consoles_games,BA,3
0,consoles_games,ES,1
0,consoles_games,GO,1
0,consoles_games,MG,3
0,consoles_games,MS,1
0,consoles_games,MT,2
0,consoles_games,PA,1
0,consoles_games,RJ,6
0,consoles_games,RS,1
0,consoles_games,SC,1
0,consoles_games,SP,10
0,construction_tools_construction,MG,3
0,construction_tools_construction,PR,1
0,construction_tools_construction,RJ,1
0,construction_tools_construction,SC,2
0,construction_tools_construction,SP,7
0,construction_tools_lights,MG,1
0,construction_tools_lights,RJ,1
0,construction_tools_lights,SP,3
0,construction_tools_safety,GO,1
0,construction_tools_safety,RJ,1
0,construction_tools_safety,SE,1
0,cool_stuff,BA,2
0,cool_stuff,CE,1
0,cool_stuff,DF,3
0,cool_stuff,ES,1
0,cool_stuff,GO,3
0,cool_stuff,MA,1
0,cool_stuff,MG,7
0,cool_stuff,MS,1
0,cool_stuff,MT,2
0,cool_stuff,PA,1
0,cool_stuff,PE,3
0,cool_stuff,PR,5
0,cool_stuff,RJ,13
0,cool_stuff,RS,6
0,cool_stuff,SC,1
0,cool_stuff,SP,29
0,cool_stuff,TO,2
0,costruction_tools_garden,SP,1
0,drinks,PR,1
0,drinks,RJ,1
0,drinks,SP,2
0,dvds_blu_ray,RJ,1
0,electronics,BA,2
0,electronics,CE,1
0,electronics,ES,2
0,electronics,GO,1
0,electronics,MG,4
0,electronics,MS,2
0,electronics,PA,1
0,electronics,PE,1
0,electronics,PR,4
0,electronics,RJ,5
0,electronics,RS,5
0,electronics,SE,2
0,electronics,SP,19
0,fashio_female_clothing,GO,1
0,fashion_bags_accessories,AC,1
0,fashion_bags_accessories,DF,1
0,fashion_bags_accessories,GO,2
0,fashion_bags_accessories,MA,1
0,fashion_bags_accessories,MG,7
0,fashion_bags_accessories,MT,1
0,fashion_bags_accessories,PA,1
0,fashion_bags_accessories,PE,3
0,fashion_bags_accessories,PR,4
0,fashion_bags_accessories,RJ,8
0,fashion_bags_accessories,RS,3
0,fashion_bags_accessories,SC,2
0,fashion_bags_accessories,SE,1
0,fashion_bags_accessories,SP,16
0,fashion_bags_accessories,TO,1
0,fashion_male_clothing,MA,1
0,fashion_male_clothing,SP,1
0,fashion_shoes,AL,1
0,fashion_shoes,BA,1
0,fashion_shoes,MG,2
0,fashion_shoes,PB,1
0,fashion_shoes,RS,1
0,fashion_shoes,SP,2
0,fashion_sport,SP,1
0,fashion_underwear_beach,MG,1
0,fashion_underwear_beach,SP,2
0,fixed_telephony,PB,1
